MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RL,8.834,8834,Reg,AllPub,1Fam,2Story,9,5,2004,GasA,Y,SBrkr,14.62,1462,7.62,762,Typ,Attchd,7.38,738,Y,2009,WD,Normal,350000,350
RL,11.782,11782,IR1,AllPub,1Fam,SFoyer,5,7,1961,GasA,Y,SBrkr,11.55,1155,0,0,Min2,Detchd,5.76,576,Y,2010,WD,Normal,148000,148
RL,7,7000,IR1,AllPub,1Fam,1Story,5,8,1978,GasA,Y,SBrkr,8.64,864,0,0,Typ,Attchd,3.36,336,Y,2009,WD,Normal,136500,136.5
RL,7.024,7024,Reg,AllPub,1Fam,1Story,5,5,2005,GasA,Y,SBrkr,10.9,1090,0,0,Typ,Attchd,4.5,450,Y,2007,WD,Normal,157000,157
RL,13.758,13758,IR1,AllPub,1Fam,1.5Fin,7,5,1990,GasA,Y,SBrkr,11.87,1187,5.3,530,Typ,Attchd,4,400,Y,2007,WD,Normal,187500,187.5
RL,9.636,9636,IR1,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,8.08,808,7.85,785,Typ,BuiltIn,3.89,389,Y,2009,WD,Normal,178000,178
RL,6.204,6204,Reg,AllPub,1Fam,2.5Fin,4,5,1912,GasA,N,SBrkr,9.54,954,7.95,795,Typ,Detchd,4.4,440,Y,2006,WD,Normal,118500,118.5
RL,7.15,7150,Reg,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,8.92,892,0,0,Typ,Attchd,2.88,288,Y,2009,WD,Normal,100000,100
FV,5.119,5119,IR1,AllPub,TwnhsE,1Story,9,5,1999,GasA,Y,SBrkr,17.09,1709,0,0,Typ,Attchd,5.06,506,Y,2008,CWD,Abnorml,328900,328.9
RL,8.393,8393,Reg,AllPub,Duplex,1Story,5,5,1959,GasA,Y,SBrkr,17.12,1712,0,0,Typ,Attchd,5.88,588,Y,2006,WD,Family,145000,145
RL,16.466,16466,IR1,AllPub,1Fam,1.5Fin,5,7,1955,GasA,Y,SBrkr,8.72,872,5.21,521,Typ,Attchd,3,300,Y,2008,WD,Normal,135500,135.5
RL,15.865,15865,IR1,AllPub,1Fam,1Story,8,6,1970,GasA,Y,SBrkr,22.17,2217,0,0,Typ,Attchd,6.21,621,Y,2007,WD,Normal,268000,268
RL,12.16,12160,Reg,AllPub,1Fam,1Story,6,4,1953,GasA,Y,SBrkr,15.05,1505,0,0,Typ,Attchd,5.05,505,Y,2009,WD,Normal,149500,149.5
RL,8.064,8064,Reg,AllPub,1Fam,1.5Fin,5,7,1949,GasA,Y,SBrkr,6.72,672,2.52,252,Typ,Detchd,5.76,576,Y,2007,WD,Normal,122900,122.9
RL,11.184,11184,Reg,AllPub,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,9.18,918,7.65,765,Typ,Attchd,4.4,440,Y,2009,WD,Normal,172500,172.5
RL,8.414,8414,Reg,AllPub,1Fam,1Story,6,8,1963,GasA,Y,SBrkr,10.68,1068,0,0,Typ,Attchd,2.64,264,Y,2006,WD,Normal,154500,154.5
RL,13.284,13284,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,13.83,1383,0,0,Typ,Attchd,3.54,354,Y,2008,WD,Normal,165000,165
RL,7.018,7018,Reg,AllPub,Duplex,1Story,5,5,1979,GasA,Y,SBrkr,15.35,1535,0,0,Typ,Attchd,4,400,Y,2009,WD,Alloca,118858,118.858
RL,7.056,7056,Reg,AllPub,1Fam,2Story,6,5,1963,GasA,Y,SBrkr,9.83,983,8.13,813,Typ,Attchd,4.83,483,Y,2008,WD,Normal,140000,140
RM,8.765,8765,Reg,AllPub,1Fam,1Story,4,6,1936,GasA,N,SBrkr,9.51,951,0,0,Typ,Detchd,3.27,327,Y,2006,WD,Abnorml,106500,106.5
RL,7.018,7018,Reg,AllPub,Duplex,2Story,5,5,1979,GasA,Y,SBrkr,11.2,1120,11.2,1120,Typ,Detchd,5.28,528,Y,2009,WD,Alloca,142953,142.953
RL,12.919,12919,IR1,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,23.64,2364,0,0,Typ,Attchd,8.2,820,Y,2010,New,Partial,611657,611.657
RL,6.993,6993,Reg,AllPub,1Fam,1Story,5,7,1961,GasA,Y,SBrkr,12.36,1236,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Normal,135000,135
RL,7.34,7340,IR1,AllPub,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,8.58,858,0,0,Typ,Detchd,6.84,684,Y,2007,WD,Normal,110000,110
RL,8.712,8712,IR1,AllPub,1Fam,1Story,5,7,1957,GasA,Y,SBrkr,13.06,1306,0,0,Typ,Detchd,7.56,756,Y,2009,WD,Normal,153000,153
RL,7.875,7875,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,8.07,807,7.02,702,Typ,Attchd,3.93,393,Y,2006,WD,Normal,180000,180
RL,14.859,14859,IR1,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,16.7,1670,0,0,Typ,Attchd,6.9,690,Y,2006,New,Partial,240000,240
RL,6.173,6173,IR1,AllPub,1Fam,1Story,5,6,1967,GasA,Y,SBrkr,9.02,902,0,0,Typ,Attchd,2.88,288,Y,2007,WD,Normal,125500,125.5
RL,9.92,9920,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,10.63,1063,0,0,Typ,Attchd,2.8,280,Y,2010,WD,Normal,128000,128
RL,13.501,13501,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,16.36,1636,0,0,Typ,Attchd,8.65,865,Y,2007,WD,Normal,255000,255
RL,11.5,11500,IR1,AllPub,1Fam,1.5Fin,7,7,1936,GasA,Y,SBrkr,10.2,1020,10.37,1037,Typ,Attchd,1.8,180,Y,2006,WD,Normal,250000,250
RL,8.885,8885,IR1,AllPub,1Fam,1Story,5,5,1983,GasA,Y,SBrkr,9.02,902,0,0,Typ,Attchd,4.84,484,Y,2006,WD,Normal,131000,131
RL,12.589,12589,IR2,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,7.42,742,7.42,742,Typ,Attchd,3.9,390,Y,2009,WD,Normal,174000,174
RL,11.6,11600,Reg,AllPub,Duplex,2Story,5,5,1960,GasA,Y,FuseA,11.05,1105,11.69,1169,Typ,Detchd,4.8,480,Y,2010,WD,Normal,154300,154.3
RL,9.286,9286,IR1,AllPub,1Fam,1Story,5,7,1977,GasA,Y,SBrkr,12.68,1268,0,0,Typ,Detchd,2.52,252,Y,2009,WD,Normal,143500,143.5
RM,6.12,6120,Reg,AllPub,1Fam,1Story,5,7,1925,GasA,N,SBrkr,10.15,1015,0,0,Min1,Detchd,4.5,450,Y,2006,WD,Abnorml,88000,88
RH,6.27,6270,Reg,AllPub,Duplex,2Story,5,6,1949,GasA,N,FuseA,10.01,1001,10.01,1001,Typ,2Types,8.71,871,Y,2007,WD,Normal,145000,145
FV,3,3000,Reg,AllPub,TwnhsE,2Story,6,5,2009,GasA,Y,SBrkr,6.12,612,6.12,612,Typ,Detchd,5.28,528,Y,2009,New,Partial,173733,173.733
RM,2.001,2001,Reg,AllPub,Twnhs,2Story,4,5,1970,GasA,Y,SBrkr,5.46,546,5.46,546,Typ,Attchd,2.86,286,Y,2007,WD,Normal,75000,75
C (all),9,9000,Reg,AllPub,1Fam,1Story,2,3,1949,GasA,N,FuseA,4.8,480,0,0,Typ,Detchd,3.08,308,Y,2006,WD,Abnorml,35311,35.311
RL,17.14,17140,Reg,AllPub,1Fam,1Story,4,6,1956,GasA,Y,FuseA,12.29,1229,0,0,Typ,Attchd,2.84,284,Y,2009,WD,Normal,135000,135
RL,13.125,13125,IR1,AllPub,1Fam,2Story,7,5,1991,GasA,Y,SBrkr,9.12,912,12.15,1215,Typ,Attchd,8.33,833,Y,2007,WD,Normal,238000,238
RL,11.029,11029,IR1,AllPub,1Fam,1Story,6,8,1958,GasA,Y,SBrkr,14.14,1414,0,0,Min1,Attchd,6.01,601,Y,2008,WD,Normal,176500,176.5
RL,8.462,8462,IR1,AllPub,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,9.36,936,7.85,785,Typ,Attchd,4.71,471,Y,2007,WD,Normal,201000,201
RL,8.777,8777,Reg,AllPub,Duplex,1.5Fin,5,7,1900,GasA,Y,SBrkr,12.72,1272,9.28,928,Typ,NA,0,0,N,2008,WD,Normal,145900,145.9
RL,10.237,10237,Reg,AllPub,1Fam,1Story,6,5,2005,GasA,Y,SBrkr,13.16,1316,0,0,Typ,Attchd,3.97,397,Y,2006,New,Partial,169990,169.99
RL,8.012,8012,Reg,AllPub,TwnhsE,1Story,6,5,1993,GasA,Y,SBrkr,16.17,1617,0,0,Typ,Attchd,5.33,533,Y,2008,WD,Normal,193000,193
RL,10.24,10240,Reg,AllPub,1Fam,1Story,6,6,1980,GasA,Y,SBrkr,16.86,1686,0,0,Typ,Attchd,6.12,612,Y,2006,WD,Normal,207500,207.5
RL,15.611,15611,IR1,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,11.26,1126,0,0,Typ,Attchd,5.4,540,Y,2008,WD,Abnorml,175000,175
RL,11.999,11999,Reg,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,12.34,1234,11.4,1140,Typ,BuiltIn,6.56,656,Y,2007,WD,Normal,285000,285
RL,9.9,9900,Reg,AllPub,1Fam,2Story,7,5,1968,GasA,Y,SBrkr,10.98,1098,8.8,880,Typ,Attchd,4.86,486,Y,2008,WD,Normal,176000,176
RL,11.838,11838,Reg,AllPub,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,17.88,1788,0,0,Typ,Attchd,5.22,522,Y,2009,WD,Normal,236500,236.5
RL,13.006,13006,IR1,AllPub,1Fam,2Story,7,5,1997,GasA,Y,SBrkr,9.93,993,12.43,1243,Typ,BuiltIn,6.42,642,Y,2006,WD,Normal,222000,222
RL,8.925,8925,IR1,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,14.66,1466,0,0,Typ,Attchd,6.1,610,Y,2009,WD,Normal,201000,201
RL,9.1,9100,Reg,AllPub,1Fam,1Story,5,6,1965,GasA,Y,SBrkr,9.25,925,0,0,Typ,Detchd,4.29,429,Y,2009,WD,Normal,117500,117.5
RL,11.67,11670,IR1,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,19.05,1905,0,0,Typ,Attchd,7.88,788,Y,2007,WD,Normal,320000,320
RL,8.487,8487,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,15,1500,0,0,Typ,Attchd,5.7,570,Y,2009,WD,Normal,190000,190
RL,27.65,27650,IR2,AllPub,1Fam,1Story,7,7,1960,GasA,Y,SBrkr,20.69,2069,0,0,Typ,Attchd,5.05,505,Y,2008,WD,Normal,242000,242
RL,5.825,5825,IR1,AllPub,1Fam,1Story,4,5,1926,GasA,Y,SBrkr,7.47,747,0,0,Typ,Detchd,5.28,528,Y,2006,WD,Normal,79900,79.9
RL,10.083,10083,Reg,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,12,1200,0,0,Typ,Attchd,5.55,555,Y,2009,WD,Normal,184900,184.9
RL,9.675,9675,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,11.13,1113,8.58,858,Typ,Attchd,6.89,689,Y,2009,WD,Normal,253000,253
RL,8.76,8760,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,13.91,1391,5.71,571,Typ,Attchd,8.68,868,Y,2006,New,Partial,239799,239.799
RL,24.09,24090,Reg,AllPub,1Fam,2Story,7,7,1940,GasA,Y,SBrkr,12.07,1207,11.96,1196,Typ,Attchd,3.49,349,Y,2010,COD,Normal,244400,244.4
RL,12.64,12640,IR1,AllPub,Duplex,1Story,6,5,1976,GasA,Y,SBrkr,17.28,1728,0,0,Typ,Attchd,5.74,574,Y,2006,WD,Normal,150900,150.9
RL,8.755,8755,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,10.22,1022,10.38,1038,Typ,BuiltIn,3.9,390,Y,2009,WD,Normal,214000,214
RL,7.711,7711,IR1,AllPub,Duplex,1Story,4,3,1977,GasA,Y,SBrkr,14.4,1440,0,0,Typ,NA,0,0,N,2007,Oth,Abnorml,150000,150
RL,25,25000,Reg,AllPub,Duplex,1Story,5,4,1967,GasA,Y,SBrkr,16.32,1632,0,0,Typ,Attchd,5.76,576,P,2007,WD,Normal,143000,143
RL,14.375,14375,IR1,NoSeWa,1Fam,SLvl,6,6,1958,GasA,Y,FuseA,13.44,1344,0,0,Typ,Basment,5.25,525,Y,2009,COD,Abnorml,137500,137.5
RM,8.82,8820,Reg,AllPub,1Fam,1.5Fin,5,6,1890,GasA,Y,SBrkr,11.88,1188,5.61,561,Typ,Detchd,4.56,456,Y,2009,WD,Normal,124900,124.9
RL,8.163,8163,Reg,AllPub,1Fam,SLvl,5,6,1959,GasA,Y,SBrkr,11.44,1144,0,0,Typ,Attchd,7.96,796,Y,2006,WD,Normal,143000,143
RL,14.536,14536,Reg,AllPub,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,16.29,1629,0,0,Typ,Attchd,8.08,808,Y,2007,WD,Normal,270000,270
RL,14.006,14006,IR1,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,9.36,936,8.4,840,Typ,Attchd,4.74,474,Y,2006,WD,Normal,192500,192.5
RL,9.36,9360,Reg,AllPub,1Fam,1Story,6,7,1972,GasA,Y,SBrkr,13.81,1381,0,0,Typ,Attchd,6.76,676,Y,2010,WD,Normal,197500,197.5
RL,7.2,7200,Reg,AllPub,1Fam,1Story,5,8,1950,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,7.2,720,Y,2007,WD,Normal,129000,129
RH,7.8,7800,Reg,AllPub,1Fam,1Story,5,5,1965,GasA,Y,SBrkr,9.65,965,0,0,Typ,Detchd,3,300,Y,2006,WD,Abnorml,119900,119.9
RL,7.2,7200,Reg,AllPub,1Fam,SFoyer,5,8,1972,GasA,Y,SBrkr,7.68,768,0,0,Typ,Detchd,3.96,396,Y,2009,WD,Normal,133900,133.9
RL,11.075,11075,IR1,AllPub,1Fam,2Story,5,4,1969,GasA,Y,SBrkr,11.68,1168,8,800,Min2,Attchd,5.3,530,Y,2008,WD,Normal,172000,172
RL,9.4,9400,IR1,AllPub,Duplex,SFoyer,6,5,1975,GasA,Y,SBrkr,9.8,980,0,0,Typ,NA,0,0,Y,2006,WD,AdjLand,127500,127.5
RH,7.136,7136,IR1,AllPub,Duplex,2Story,6,6,1946,GasA,N,FuseF,9.79,979,9.79,979,Typ,Attchd,4.92,492,Y,2007,WD,Normal,145000,145
RM,1.3,1300,Reg,AllPub,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,5.61,561,6.68,668,Typ,Attchd,4.62,462,Y,2009,WD,Normal,124000,124
RL,7.42,7420,Reg,AllPub,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,10.57,1057,0,0,Typ,Detchd,5.76,576,Y,2007,WD,Normal,132000,132
RL,8.45,8450,Reg,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,13.37,1337,0,0,Typ,Attchd,5.31,531,Y,2007,WD,Normal,185000,185
FV,2.572,2572,Reg,AllPub,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,6.96,696,7.2,720,Typ,Detchd,4.84,484,Y,2010,WD,Normal,155000,155
RL,7.207,7207,IR1,AllPub,1Fam,1Story,5,7,1958,GasA,Y,SBrkr,8.58,858,0,0,Typ,NA,0,0,Y,2010,WD,Normal,116500,116.5
RL,12.227,12227,IR1,AllPub,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,15.42,1542,13.3,1330,Typ,Attchd,6.19,619,Y,2008,WD,Normal,272000,272
RL,2.308,2308,Reg,AllPub,TwnhsE,2Story,6,6,1976,GasA,Y,SBrkr,8.04,804,7.44,744,Typ,Detchd,4.4,440,Y,2007,WD,Normal,155000,155
RL,11.923,11923,IR1,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,18,1800,0,0,Typ,Attchd,7.02,702,Y,2009,WD,Normal,239000,239
RL,11.316,11316,Reg,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,8.24,824,10.7,1070,Typ,BuiltIn,5.1,510,Y,2010,WD,Normal,214900,214.9
RL,10.237,10237,Reg,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,7.83,783,7.01,701,Typ,Attchd,3.93,393,Y,2007,New,Partial,178900,178.9
RL,9.6,9600,IR1,AllPub,1Fam,1.5Fin,5,7,1940,GasA,Y,SBrkr,9.76,976,3.32,332,Min2,Detchd,2.56,256,Y,2009,WD,Normal,160000,160
RL,7.39,7390,IR1,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,10.98,1098,0,0,Typ,Attchd,2.6,260,Y,2008,WD,Normal,135000,135
RM,5.925,5925,Reg,AllPub,1Fam,1.5Fin,3,6,1910,Grav,N,SBrkr,6,600,3.68,368,Typ,NA,0,0,Y,2009,WD,Abnorml,37900,37.9
RL,10.382,10382,Reg,AllPub,2fmCon,SLvl,6,5,1958,GasA,Y,SBrkr,10.95,1095,0,0,Typ,Attchd,2.64,264,Y,2006,ConLD,Normal,140000,140
RL,10.8,10800,Reg,AllPub,1Fam,1.5Fin,4,4,1949,GasA,N,FuseA,7.2,720,4.72,472,Typ,NA,0,0,Y,2006,WD,Abnorml,135000,135
RL,2.268,2268,Reg,AllPub,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,7.64,764,8.62,862,Typ,BuiltIn,4.74,474,Y,2009,WD,Normal,173000,173
RL,7.892,7892,Reg,AllPub,TwnhsE,1Story,6,5,1979,GasA,Y,SBrkr,9.18,918,0,0,Typ,Attchd,2.64,264,Y,2010,WD,Normal,99500,99.5
FV,11.639,11639,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,14.28,1428,0,0,Typ,Attchd,4.8,480,Y,2008,New,Partial,182000,182
RL,11.414,11414,IR1,AllPub,1Fam,2Story,7,8,1910,GasA,N,SBrkr,11.36,1136,8.83,883,Typ,Detchd,5.32,532,Y,2009,WD,Normal,167500,167.5
FV,2.651,2651,Reg,AllPub,Twnhs,2Story,7,5,2000,GasA,Y,SBrkr,6.73,673,7.09,709,Typ,Detchd,4.9,490,Y,2006,WD,Normal,165000,165
RL,5.9,5900,IR1,AllPub,1Fam,1Story,4,7,1923,GasA,Y,FuseA,8.69,869,0,0,Typ,NA,0,0,Y,2006,WD,Normal,85500,85.5
FV,4.274,4274,IR1,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,12.41,1241,0,0,Typ,Attchd,5.69,569,Y,2007,New,Partial,199900,199.9
RL,9.45,9450,Reg,AllPub,1Fam,1Story,4,5,1954,GasA,Y,SBrkr,8.94,894,0,0,Typ,Detchd,4,400,Y,2007,WD,Abnorml,110000,110
RL,8.816,8816,Reg,AllPub,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,11.21,1121,0,0,Typ,Detchd,4.8,480,Y,2009,WD,Normal,139000,139
RL,12.122,12122,IR1,AllPub,1Fam,SFoyer,7,9,1961,GasA,Y,SBrkr,9.99,999,0,0,Typ,Attchd,5.88,588,Y,2008,WD,Normal,178400,178.4
RL,12.203,12203,IR1,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,12.76,1276,13.36,1336,Typ,Attchd,6.76,676,Y,2009,WD,Normal,336000,336
RL,3.182,3182,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,12.66,1266,0,0,Typ,Attchd,3.88,388,Y,2008,WD,Normal,159895,159.895
RL,11.25,11250,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,11.49,1149,11.41,1141,Typ,Attchd,7.79,779,Y,2008,WD,Normal,255900,255.9
RL,10.125,10125,Reg,AllPub,Duplex,1.5Fin,5,5,1977,GasA,Y,SBrkr,13.02,1302,4.32,432,Typ,Attchd,5.39,539,Y,2009,COD,Normal,126000,126
RL,10.88,10880,Reg,AllPub,2fmCon,1Story,5,5,1950,GasW,N,SBrkr,11.64,1164,0,0,Typ,Detchd,2.4,240,Y,2008,ConLD,Normal,125000,125
RM,5.31,5310,Reg,AllPub,1Fam,1.5Fin,6,8,1910,GasA,Y,SBrkr,10.01,1001,6.34,634,Typ,Attchd,2.55,255,Y,2006,WD,Normal,117000,117
RL,10.159,10159,IR1,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,19.4,1940,0,0,Typ,Attchd,6.06,606,Y,2010,New,Partial,395192,395.192
RL,12.046,12046,IR1,AllPub,1Fam,2Story,6,6,1976,GasA,Y,SBrkr,11.18,1118,9.12,912,Typ,Attchd,5.51,551,Y,2007,WD,Normal,195000,195
FV,8.125,8125,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,7.78,778,7.98,798,Typ,Attchd,6.14,614,Y,2006,New,Partial,197000,197
RL,9.452,9452,Reg,AllPub,1Fam,2Story,8,5,1997,GasA,Y,SBrkr,14.07,1407,9.85,985,Typ,Attchd,8.7,870,Y,2006,WD,Normal,348000,348
RM,17.671,17671,Reg,AllPub,1Fam,2Story,8,9,1882,GasA,Y,SBrkr,9.16,916,8.26,826,Typ,Attchd,4.24,424,P,2009,WD,Normal,168000,168
RL,9.76,9760,Reg,AllPub,1Fam,2Story,6,8,1964,GasA,Y,SBrkr,10.2,1020,8.31,831,Typ,Attchd,4.4,440,Y,2007,WD,Normal,187000,187
RL,8.846,8846,Reg,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,7.5,750,7.5,750,Typ,Attchd,5.64,564,Y,2006,New,Partial,173900,173.9
RL,12.456,12456,Reg,AllPub,1Fam,1Story,10,5,2006,GasA,Y,SBrkr,17.18,1718,0,0,Typ,Attchd,7.86,786,Y,2009,WD,Normal,337500,337.5
RL,4.712,4712,IR1,AllPub,1Fam,1.5Fin,4,7,1946,GasA,Y,SBrkr,7.74,774,4.56,456,Typ,Detchd,3.05,305,Y,2006,WD,Abnorml,121600,121.6
RL,10.659,10659,IR1,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,10.5,1050,0,0,Typ,Attchd,3.68,368,Y,2006,COD,Normal,136500,136.5
RL,11.717,11717,IR1,AllPub,1Fam,1Story,6,6,1970,GasA,Y,SBrkr,14.42,1442,0,0,Typ,Attchd,6.15,615,Y,2009,WD,Normal,185000,185
RM,9.786,9786,Reg,AllPub,1Fam,1Story,3,4,1922,GasA,N,SBrkr,10.77,1077,0,0,Typ,Detchd,2.1,210,P,2006,WD,Normal,91000,91
RL,6.762,6762,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,12.08,1208,0,0,Typ,Attchd,6.32,632,Y,2010,WD,Normal,206000,206
RL,10.206,10206,Reg,AllPub,1Fam,1Story,3,3,1952,GasW,N,FuseF,9.44,944,0,0,Min1,Detchd,5.28,528,Y,2009,WD,Normal,82000,82
RL,5.4,5400,Reg,AllPub,1Fam,1Story,5,6,1920,GasA,Y,FuseA,6.91,691,0,0,Typ,Detchd,2.16,216,N,2007,WD,Abnorml,86000,86
RL,11.957,11957,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,15.74,1574,0,0,Typ,Attchd,8.24,824,Y,2008,WD,Normal,232000,232
RL,11.5,11500,IR1,AllPub,Duplex,1Story,5,6,1976,GasA,Y,SBrkr,16.8,1680,0,0,Typ,Detchd,5.28,528,Y,2007,WD,Normal,136905,136.905
RL,3.182,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,15.04,1504,0,0,Typ,Attchd,4.57,457,Y,2009,WD,Normal,181000,181
RL,8.385,8385,Reg,AllPub,1Fam,SLvl,5,8,1977,GasA,Y,SBrkr,9.85,985,0,0,Typ,Attchd,3.28,328,Y,2008,WD,Normal,149900,149.9
RL,12.155,12155,IR3,AllPub,1Fam,1Story,6,3,1970,GasA,Y,SBrkr,16.57,1657,0,0,Typ,Attchd,4.84,484,Y,2007,WD,Normal,163500,163.5
RM,2.217,2217,Reg,AllPub,TwnhsE,2Story,4,4,1970,GasA,Y,SBrkr,5.46,546,5.46,546,Typ,Attchd,2.86,286,Y,2009,WD,Normal,88000,88
RL,12.118,12118,IR1,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,17.1,1710,0,0,Typ,Attchd,5.5,550,Y,2009,WD,Normal,240000,240
RL,6,6000,Reg,AllPub,1Fam,1.5Fin,5,5,1926,GasA,Y,SBrkr,10.08,1008,0,0,Typ,NA,0,0,P,2006,WD,Normal,102000,102
RL,21.286,21286,Reg,AllPub,1Fam,1.5Fin,5,5,1948,GasA,Y,SBrkr,7.2,720,5.51,551,Typ,Attchd,3.12,312,Y,2008,WD,Normal,135000,135
RL,9.825,9825,Reg,AllPub,Duplex,1Story,5,5,1965,GasA,N,SBrkr,16.64,1664,0,0,Typ,NA,0,0,Y,2010,WD,Normal,100000,100
RL,10.592,10592,Reg,AllPub,1Fam,2Story,6,7,1923,GasA,Y,SBrkr,9,900,6.02,602,Typ,Detchd,1.8,180,Y,2007,WD,Normal,165000,165
RM,7.2,7200,Reg,AllPub,1Fam,1Story,5,4,1910,GasW,N,SBrkr,10.22,1022,0,0,Maj2,Detchd,2.8,280,Y,2009,WD,Normal,85000,85
RL,11.664,11664,Reg,AllPub,1Fam,1Story,6,5,1948,GasA,Y,SBrkr,10.82,1082,0,0,Typ,Detchd,2.4,240,Y,2007,WD,Normal,119200,119.2
RL,8.4,8400,Reg,AllPub,1Fam,2Story,8,6,2001,GasA,Y,SBrkr,8.1,810,8.55,855,Typ,Attchd,5.28,528,Y,2009,WD,Normal,227000,227
RL,11.883,11883,Reg,AllPub,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,15.04,1504,0,0,Typ,Attchd,4.78,478,Y,2009,WD,Normal,203000,203
RL,5.814,5814,IR1,AllPub,TwnhsE,1Story,8,5,1984,GasA,Y,SBrkr,13.6,1360,0,0,Typ,Attchd,5.65,565,Y,2009,COD,Abnorml,187500,187.5
RL,10.784,10784,IR1,AllPub,1Fam,SLvl,7,5,1991,GasA,Y,SBrkr,8.02,802,6.7,670,Typ,Attchd,4.02,402,Y,2007,WD,Normal,160000,160
RL,3.013,3013,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,15.06,1506,0,0,Typ,Attchd,4.4,440,Y,2006,WD,Normal,213490,213.49
RL,7.024,7024,Reg,AllPub,1Fam,1Story,4,5,2005,GasA,Y,SBrkr,11.32,1132,0,0,Typ,Attchd,4.51,451,Y,2008,WD,Normal,176000,176
RL,7.406,7406,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,12.2,1220,0,0,Typ,Attchd,6.32,632,Y,2006,New,Partial,194000,194
RM,9.439,9439,Reg,AllPub,1Fam,1.5Fin,5,5,1930,GasA,Y,FuseA,9.12,912,3.36,336,Typ,Detchd,1.6,160,Y,2007,WD,Normal,87000,87
RL,3.182,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,15.04,1504,0,0,Typ,Attchd,4.37,437,Y,2008,WD,Normal,191000,191
